Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Hecho Simultaneos,Tipo de Arma,Tipo de Implicado (2),No Victimas Fatales,Combatientes,Poblacion Civil,Lesionado,Fuente,
16,3,1999,Norte de Santander,Tibu,Cabecera Municipal e IP Campo Dos, ,,Guerrilla-ELN,,,,,Noche y Niebla # 11 Pp. 99,
18,3,1999,Narino,Guachucal,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Noche y Niebla # 11 Pp. 100,
19,3,1999,Valle del Cauca,Dagua,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,1,1,,1,Noche y Niebla # 11 Pp. 102,
26,3,1999,Arauca,Puerto Rondon,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla No Identificada,1,1,,1,Noche y Niebla # 11 Pp. 107,
5,4,1999,Antioquia,San Francisco,Cabecera Municipal,Bienes Civiles,Fusiles y Artefactos Explosivos,Guerrilla-FARC y ELN,1,1,,,Noche y Niebla # 12 Pp. 44,
6,4,1999,Putumayo,San Miguel,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,2,2,,,Noche y Niebla # 12 Pp. 44,
13,4,1999,Narino,San Pablo,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 12 Pp. 52,
16,4,1999,Boyaca,Chiscas,Cabecera Municipal,Bienes Civiles,Cilindros Bomba,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 53,
16,4,1999,Cauca,Cajibio,Cabecera Municipal,Pillaje ,Fusiles,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 53,
16,4,1999,Cauca,Morales,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 53,
18,4,1999,Arauca,Cravo Norte,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 55,
20,4,1999,Choco,Acandi,Corregimiento Sapzurro,Pillaje,,Guerrilla-FARC,1,1,,,Noche y Niebla # 12 Pp. 56,
22,4,1999,Boyaca,Cubara,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 57,
23,4,1999,Tolima,Venadillo,Cabecera Municipal,Bienes Civiles y Lesionado,Artefactos Explosivos,Guerrilla-FARC,,,,2,Noche y Niebla # 12 Pp. 58,
24,4,1999,Norte de Santander,Tibu,Corregimiento Campo Dos,Bienes Civiles y Lesionado,Cilindros Bomba,Guerrilla-FARC y ELN,1,1,,1,Noche y Niebla # 12 Pp. 59,
29,4,1999,Bolivar,Pinillos,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC y ELN,,,,,Noche y Niebla # 12 Pp. 63,
1,5,1999,Antioquia,Dabeiba,Cabecera Municipal,"Bienes Civiles, Pillaje y Secuestro",Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 67,
1,5,1999,Boyaca,La Uvita,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,1,1,,,Noche y Niebla # 12 Pp. 67,
7,5,1999,Cauca,Rosas,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 12 Pp. 72,
8,5,1999,Tolima,San Antonio,Cabecera Municipal,"Bienes Civiles, Pillaje y Lesionado",Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,2,Noche y Niebla # 12 Pp. 73,
14,5,1999,Casanare,Pore,Cabecera Municipal,Bienes Civiles y Pillaje,Artefactos Explosivos,Guerrilla-FARC,1,1,,,Noche y Niebla # 12 Pp. 77,
21,5,1999,Cundinamarca,Caparrapi,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 12 Pp. 83,
26,5,1999,Valle del Cauca,Tulua,IP Barragan,Bienes Civiles y Lesionado,Cilindros Bomba,Guerrilla-FARC y Jaime Bateman Cayon,1,1,,1,Noche y Niebla # 12 Pp. 87,
29,5,1999,Santander,California,Cabecera Municipal,Bienes Civiles y Lesionado,Cilindros Bomba,Guerrilla-ELN,,,,3,Noche y Niebla # 12 Pp. 89,
4,6,1999,Santander,California,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,1,Noche y Niebla # 12 Pp. 98,
6,6,1999,Tolima,Rioblanco,IP Puerto Saldana,Bienes Civiles y Lesionado,,Guerrilla-FARC,,,,2,Noche y Niebla # 12 Pp. 99-100,
8,6,1999,Cauca,Caldono,Cabecera Municipal,Bienes Civiles y Lesionado,Cilindros Bomba y Granadas,Guerrilla-FARC,,,,1,Noche y Niebla # 12 Pp. 100-101,
8,6,1999,Santander,Contratacion,Cabecera Municipal,Bienes Civiles y Pillaje,Artefactos Explosivos,Guerrilla-FARC y ELN,,,,,Noche y Niebla # 12 Pp. 101,
19,6,1999,Narino,Ricaurte,Cabecera Municipal,,,Guerrilla-FARC y ELN,1,1,,,Noche y Niebla # 12 Pp. 113,
20,6,1999,Antioquia,Guadalupe,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 12 Pp. 114-115,
25,6,1999,Valle del Cauca,Sevilla,Corregimiento San Antonio,Lesionado y Civil Muerto,,Guerrilla-FARC,2,1,1,4,Noche y Niebla # 12 Pp. 118,
7,7,1999,Bolivar,San Martin de Loba,Cabecera Municipal,,Fusiles,Guerrilla No Identificada,,,,,Noche y Niebla # 13 Pp. 46,
9,7,1999,Caqueta,El Doncello,Cabecera Municipal,,,Guerrilla-FARC,8,8,,,Noche y Niebla # 13 Pp. 51,
9,7,1999,Casanare,Hato Corozal,Cabecera Municipal,Bienes Civiles,"Granadas, Cilindros Bomba y Fusiles",Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 50-51,
9,7,1999,Huila,Algeciras,Cabecera Municipal,"Bienes Civiles, Pillaje y Lesionado",,Guerrilla-FARC,1,1,,2,Noche y Niebla # 13 Pp. 50,
9,7,1999,Norte de Santander,Labateca,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC, ,,,1,Noche y Niebla # 13 Pp. 51,
9,7,1999,Norte de Santander,Toledo,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 51,
10,7,1999,Antioquia,Campamento,Cabecera Municipal,Bienes Civiles,"Fusiles, Morteros, Granadas y Cilindro Bomba",Guerrilla-FARC,6,6,,,Noche y Niebla # 13 Pp. 52,
11,7,1999,Meta,Puerto Rico,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 53,
12,7,1999,Norte de Santander,Cucutilla,Cabecera Municipal,Bienes Civiles y Pillaje,Fusiles y Cilindro Bomba,Guerrilla-FARC,1,1,,,Noche y Niebla # 13 Pp. 54,
16,7,1999,Cauca,El Tambo,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 58,
16,7,1999,Cundinamarca,Viota,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Noche y Niebla # 13 Pp. 57-58,
16,7,1999,Santander,Concepcion,Cabecera Municipal, ,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 58,
25,7,1999,Tolima,Murillo,Cabecera Municipal,,,Guerrilla-FARC,3,3,,,Noche y Niebla # 13 Pp. 66,
31,7,1999,Cesar,Becerril,Cabecera Municipal,Lesionado,,Guerrilla-FARC y ELN,,,,1,Noche y Niebla # 13 Pp. 71,
1,8,1999,Norte de Santander,Arboledas,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 13 Pp. 75,
6,8,1999,Santander,Onzaga,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC y ELN,8,8,,,Noche y Niebla # 13 Pp. 78,
13,8,1999,Cauca,Toribio,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 85,
25,8,1999,Cauca,Cajibio,Cabecera Municipal,Bienes Civiles,"Fusiles, Granadas y Cilindro Bomba",Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 96,
31,8,1999,Casanare,Hato Corozal,Cabecera Municipal,Bienes Civiles y Combate,Cilindros Bomba,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 109,
4,9,1999,Risaralda,Pueblo Rico,Cabecera Municipal,,Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 121,
6,9,1999,Santander,San Andres,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 13 Pp. 122,
11,9,1999,Cundinamarca,La Pena,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,2,2,,,Noche y Niebla # 13 Pp. 126,
18,9,1999,Cundinamarca,Manta,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,1,,1,Noche y Niebla # 13 Pp. 134,
15,10,1999,Cauca,Timbio,Cabecera Municipal,"Bienes Civiles, Pillaje y Lesionado",,Guerrilla-FARC,,,,1,Noche y Niebla # 14 Octubre Pp. 72,
15,10,1999,Cauca,Rosas,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Octubre Pp. 72,
29,10,1999,Cauca,Paez,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Octubre Pp. 83,
7,11,1999,Caqueta,El Doncello,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Octubre Pp. 98,
11,11,1999,Narino,La Cruz,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-ELN,,,,,Noche y Niebla # 14 Pp. 104,
16,11,1999,Cundinamarca,Jerusalen,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 109,
16,11,1999,Huila,Baraya,Cabecera Municipal,,,Guerrilla-FARC,3,3,,,Noche y Niebla # 14 Pp. 110,
16,11,1999,Norte de Santander,Labateca,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 109,
27,11,1999,Tolima,Rioblanco,IP Puerto Saldana,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 122,
29,11,1999,Boyaca,Paz de Ariporo,Cabecera Municipal,"Bienes Civiles, Pillaje y Lesionado",Fusiles,Guerrilla-FARC,,, ,1,Noche y Niebla # 14 Pp. 124,
30,11,1999,Cundinamarca,Quipile,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 125,
1,12,1999,Cauca,Caloto,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 131,
2,12,1999,Cauca,Bolivar,Cabecera Municipal,Bienes Civiles y Pillaje,Artefactos Explosivos,Guerrilla-ELN,,,,,Noche y Niebla # 14 Pp. 131,
4,12,1999,Cauca,Almaguer,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 14 Pp. 132,
5,12,1999,Cauca,Cajibio,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 133,
5,12,1999,Huila,Nataga,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Noche y Niebla # 14 Pp. 134,
9,12,1999,Huila,Algeciras,Cabecera Municipal,Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 137,
10,12,1999,Valle del Cauca,Tulua,IP La Marina,Bienes Civiles,,Guerrilla-ELN,,,,1,Noche y Niebla # 14 Pp. 138,
11,12,1999,Choco,Acandi,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 140,
11,12,1999,Risaralda,Mistrato,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 14 Pp. 139,
12,12,1999,Arauca,Arauquita,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 141,
13,12,1999,Arauca,Cravo Norte,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 143,
13,12,1999,Boyaca,Cubara,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,3,,,Noche y Niebla # 14 Pp. 143,
14,12,1999,Cauca,Piendamo,Cabecera Municipal,Bienes Civiles y Pillaje,Artefactos Explosivos,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 144,
15,12,1999,Choco,Nuqui,Cabecera Municipal,,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 144,
17,12,1999,Cauca,El Tambo,Cabecera Municipal,Pillaje,,Guerrilla-FARC,,,,,Noche y Niebla # 14 Pp. 146,
31,12,1999,Arauca,Fortul,Cabecera Municipal,,,Guerrilla-ELN,,,,,Noche y Niebla # 14 Pp. 155,
