Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Victimas,Fuente,
22,7,1982, Antioquia,Puerto Berrio,Cabecera Municipal,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 24",
28,7,1982, Antioquia,Medellin,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 24",
31,7,1982,Caqueta,El Paujil,Vereda La Sonora,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 25",
2,8,1982,Boyaca,Puerto Boyaca,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 25",
4,8,1982,Caldas,La Dorada,Cabecera Municipal, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 26",
5,8,1982, Antioquia,Medellin,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 26",
6,8,1982,Risaralda,Pereira,,Fuerza Publica,Policia Nacional,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 26",
7,8,1982,Boyaca,Puerto Boyaca,Vereda El Marfil,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 26",
9,8,1982,Cordoba,Cerete,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
9,8,1982,Cesar,Gamarra,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
10,8,1982,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
10,8,1982, Antioquia,Turbo,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
11,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
12,8,1982,Valle del Cauca,Cali,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 27",
16,8,1982,Santander,Cimitarra,Vereda Los Mangos, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
16,8,1982,Santander,Florian ,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
17,8,1982, Antioquia,Puerto Berrio,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
19,8,1982,Santander,Barrancabermeja,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
20,8,1982,Distrito Capital,Bogota D.C.,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
20,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
20,8,1982,Valle del Cauca,Cali,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
21,8,1982,Santander,Aguada,Vereda San Juan ,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
23,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
23,8,1982,Santander,San Vicente de Chucuri,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
23,8,1982, Antioquia,Medellin,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
23,8,1982,Choco,Itsmina,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 28",
25,8,1982,Distrito Capital,Bogota D.C.,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
30,8,1982,Caldas,Samana,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
30,8,1982,Boyaca,Ventaquemada,,Grupo Armado No Identificado,Grupo Armado No Identificado,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 29",
30,8,1982, Antioquia,Sonson,Vereda La Danta,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
1,9,1982,Huila ,Neiva,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
1,9,1982,Distrito Capital,Bogota D.C.,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
1,9,1982,Boyaca,Puerto Boyaca,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
2,9,1982,Boyaca,Puerto Boyaca,Cabecera Municipal - Barrio El Serrucho, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
2,9,1982,Caqueta,El Paujil,Vereda La Paloma,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
6,9,1982,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 30",
8,9,1982,Santander,Bolivar,IP Guacamayo,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
8,9,1982,Valle del Cauca,Yumbo,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
12,9,1982,Boyaca,Puerto Boyaca,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
12,9,1982,Boyaca,Puerto Boyaca,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
13,9,1982,Tolima ,Ibague,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
14,9,1982, Antioquia,Turbo,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
14,9,1982,Cauca,Popayan,Via Totoro,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 31",
17,9,1982,Boyaca,Puerto Boyaca,Vereda Guanegro, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 32",
17,9,1982, Antioquia,Puerto Berrio,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 32",
20,9,1982,Santander,Cimitarra,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 32",
22,9,1982, Antioquia,Puerto Berrio,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 33",
27,9,1982,Cesar,Valledupar,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 33",
28,9,1982,Valle del Cauca,Argelia,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 33",
28,9,1982,Cauca,Bolivar,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
28,9,1982,Valle del Cauca,Cartago,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
30,9,1982, Antioquia,Puerto Berrio,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
30,9,1982,Cundinamarca,Yacopi,, Grupos Paramilitares, Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
1,10,1982, Antioquia,Puerto Berrio,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
2,10,1982,Norte de Santander,Cucuta,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
4,10,1982, Antioquia,Medellin,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
5,10,1982,Meta,Puerto Gaitan,Carimagua,Fuerza Publica,Ejercito Nacional,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
5,10,1982,Putumayo,Mocoa,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
6,10,1982, Antioquia,Puerto Berrio,Cabecera Municipal, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
6,10,1982,Tolima ,Mariquita,Zona Rural, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
6,10,1982,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
7,10,1982,Distrito Capital,Bogota D.C.,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
8,10,1982,Cauca,San Francisco,,Fuerza Publica,Policia Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
8,10,1982,Santander,Sabana de Torres,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
12,10,1982,Huila ,La Argentina,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 35",
15,10,1982, Antioquia,Medellin,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
17,10,1982,Santander,Cimitarra,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
22,10,1982, Antioquia,Sonson,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
22,10,1982,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
23,10,1982,Cauca,San Francisco,,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
24,10,1982,Santander,Cimitarra,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 36",
24,10,1982,Tolima ,Icononzo,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
25,10,1982,Cauca,Toribio,,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
28,10,1982,Caqueta,Florencia,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
28,10,1982, Antioquia,Medellin,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
28,10,1982,Valle del Cauca,Cali,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
30,10,1982, Antioquia,Puerto Triunfo,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 37",
1,11,1982, Antioquia,Puerto Triunfo,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 38",
1,11,1982,Cauca,San Francisco,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 38",
5,11,1982,Cordoba,Cerromatoso,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 38",
7,11,1982, Antioquia,Campamento,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 38",
8,11,1982,Narino,Tuquerres,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 34",
10,11,1982, Antioquia,Medellin,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 38",
13,11,1982,Caqueta,Florencia,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
15,11,1982,Caqueta,Florencia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
19,11,1982,Santander,San Vicente de Chucuri,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
21,11,1982,La Guajira,Maicao,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
22,11,1982, Antioquia,Medellin,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
27,11,1982,Tolima ,Honda,,Fuerza Publica,Ejercito Nacional,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
29,11,1982,Caqueta,Cartagena del Chaira,Caserio El Remanso,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 40",
29,11,1982,Distrito Capital,Bogota D.C.,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 39",
2,12,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
5,12,1982,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
5,12,1982,Santander,Santa Elena del Opon,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
8,12,1982,Distrito Capital,Bogota D.C.,Cabecera Municipal,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
10,12,1982,Santander,Puerto Wilches,, Grupos Paramilitares, Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
11,12,1982,Santander,Barrancabermeja,, Grupos Paramilitares, Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
12,12,1982,Tolima ,Melgar,, Grupos Paramilitares, Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
15,12,1982,Distrito Capital,Bogota D.C.,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramilitar. Pag. 41",
1,1,1983,Santander,Giron,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 43",
3,1,1983, Antioquia,Medellin,,Fuerza Publica,Ejercito Nacional,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 43",
5,1,1983, Antioquia,Turbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 43",
13,1,1983,Santander,Barrancabermeja,,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
14,1,1983, Antioquia,Medellin,Cabecera Municipal,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
14,1,1983, Antioquia,Puerto Berrio,,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
18,1,1983, Antioquia,Medellin,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
23,1,1983,Boyaca,Puerto Boyaca,,Fuerza Publica,Agentes Secretos,3,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
23,1,1983,Valle del Cauca,Cartago,,Desconocidos,Desconocidos,3,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
24,1,1983,Boyaca,Puerto Boyaca,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 44",
25,1,1983,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
27,1,1983, Antioquia,Chigorodo,,Grupos Paramilitares,Grupos Paramilitares,3,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
27,1,1983, Antioquia,Puerto Berrio,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
28,1,1983,Cesar,Aguachica,,Fuerza Publica,Policia Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
31,1,1983,Caldas,Pensilvania,Vereda El Congal,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
1,2,1983,Santander,Barrancabermeja,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 45",
3,2,1983,Valle del Cauca,Cali,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 46",
10,2,1983,Santander,Cimitarra,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 46",
12,2,1983,Santander,Bucaramanga,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 46",
13,2,1983,Cundinamarca,Yacopi,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 46",
16,2,1983,Santander,Bolivar,IP De Guacamayo ,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
16,2,1983, Antioquia,Puerto Berrio,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
16,2,1983,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
16,2,1983,Valle del Cauca,Cali,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
17,2,1983,Arauca,Tame,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
17,2,1983,Santander,San Vicente de Chucuri,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
18,2,1983, Antioquia,Chigorodo,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
18,2,1983, Antioquia,Itagüi,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
20,2,1983, Antioquia,Puerto Nare,,Fuerza Publica,Ejercito Nacional,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
24,2,1983,Santander,Landazuri,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 47",
,2,1983,Boyaca,Puerto Boyaca,,Grupos Paramilitares,Grupos Paramilitares,2,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 48",
,2,1983,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,1,"Itinerario  de la Represion Oficial, Militar y Paramiliatar. 1983  Pp. 48",
